seq,t,hipYawDeg,shoulderYawDeg,block,gt
5743,1789039009.8816,-79.0343,0.0000,(gap),9999
5744,1789039009.9132,-79.0243,0.0000,(gap),9999
5745,1789039009.9444,-79.0272,0.0000,(gap),9999
5746,1789039009.9768,-79.0526,0.0000,(gap),9999
5747,1789039010.0218,-79.0197,0.0000,(gap),9999
5748,1789039010.0679,-78.9943,0.0000,(gap),9999
5749,1789039010.0985,-79.0381,0.0000,(gap),9999
5750,1789039010.1322,-79.0406,0.0000,(gap),9999
5751,1789039010.1762,-79.0763,0.0000,(gap),9999
5752,1789039010.2078,-79.0916,0.0000,(gap),9999
5753,1789039010.2391,-79.1223,0.0000,(gap),9999
5754,1789039010.2724,-79.1474,0.0000,(gap),9999
5755,1789039010.3179,-79.1503,0.0000,(gap),9999
5756,1789039010.3488,-79.1578,0.0000,(gap),9999
5757,1789039010.3795,-79.1605,0.0000,(gap),9999
5758,1789039010.4122,-79.1856,0.0000,(gap),9999
5759,1789039010.4424,-79.1914,0.0000,(gap),9999
5760,1789039010.4736,-79.1945,0.0000,(gap),9999
5761,1789039010.5067,-79.1980,0.0000,(gap),9999
5762,1789039010.5391,-79.2057,0.0000,(gap),9999
5763,1789039010.5716,-79.2380,0.0000,(gap),9999
5764,1789039010.6159,-79.2653,0.0000,(gap),9999
5765,1789039010.6465,-79.2657,0.0000,(gap),9999
5766,1789039010.6796,-79.2882,0.0000,(gap),9999
5767,1789039010.7099,-79.3040,0.0000,(gap),9999
5768,1789039010.7423,-79.3195,0.0000,(gap),9999
5769,1789039010.7737,-79.3181,0.0000,(gap),9999
5770,1789039010.8057,-79.3288,0.0000,(gap),9999
5771,1789039010.8389,-79.3251,0.0000,(gap),9999
5772,1789039010.8824,-79.3456,0.0000,(gap),9999
5773,1789039010.9137,-79.3638,0.0000,(gap),9999
5774,1789039010.9438,-79.3676,0.0000,(gap),9999
5775,1789039010.9755,-79.3713,0.0000,(gap),9999
5776,1789039011.0079,-79.3991,0.0000,(gap),9999
5777,1789039011.0398,-79.4006,0.0000,(gap),9999
5778,1789039011.0846,-79.4260,0.0000,(gap),9999
5779,1789039011.1204,-79.4202,0.0000,(gap),9999
5780,1789039011.1645,-79.4569,0.0000,(gap),9999
5781,1789039011.2081,-79.5010,0.0000,(gap),9999
5782,1789039011.2397,-79.5449,0.0000,(gap),9999
5783,1789039011.2855,-79.5647,0.0000,(gap),9999
5784,1789039011.3183,-79.5942,0.0000,(gap),9999
5785,1789039011.3495,-79.6094,0.0000,(gap),9999
5786,1789039011.3792,-79.6149,0.0000,(gap),9999
5787,1789039011.4108,-79.6421,0.0000,(gap),9999
5788,1789039011.4420,-79.6454,0.0000,(gap),9999
5789,1789039011.4745,-79.6703,0.0000,(gap),9999
5790,1789039011.5048,-79.6746,0.0000,(gap),9999
5791,1789039011.5389,-79.6811,0.0000,(gap),9999
5792,1789039011.5723,-79.6941,0.0000,(gap),9999
5793,1789039011.6159,-79.6714,0.0000,(gap),9999
5794,1789039011.6462,-79.6431,0.0000,(gap),9999
5795,1789039011.6782,-79.6453,0.0000,(gap),9999
5796,1789039011.7104,-79.6199,0.0000,(gap),9999
5797,1789039011.7421,-79.6070,0.0000,(gap),9999
5798,1789039011.7737,-79.6201,0.0000,(gap),9999
5799,1789039011.8061,-79.6033,0.0000,(gap),9999
5800,1789039011.8391,-79.6095,0.0193,(gap),9999
5801,1789039011.8824,-79.5871,0.0000,(gap),9999
5802,1789039011.9167,-79.5833,0.0000,(gap),9999
5803,1789039011.9481,-79.5551,0.0000,(gap),9999
5804,1789039011.9935,-79.5557,0.0000,(gap),9999
5805,1789039012.0251,-79.5441,0.0000,(gap),9999
5806,1789039012.0573,-79.5390,0.0000,(gap),9999
5807,1789039012.0870,-79.5172,0.0000,(gap),9999
5808,1789039012.1205,-79.4976,0.0000,(gap),9999
5809,1789039012.1508,-79.4925,0.0000,(gap),9999
5810,1789039012.1815,-79.4750,0.0000,(gap),9999
