seq,t,hipYawDeg,shoulderYawDeg,block,gt
15163,1789039389.3070,42.3617,43.5259,(gap),9999
15164,1789039389.3519,41.0113,44.0737,(gap),9999
15165,1789039389.3985,39.6584,45.6736,(gap),9999
15166,1789039389.4457,38.2160,44.8649,(gap),9999
15167,1789039389.4927,36.8388,46.4316,(gap),9999
15168,1789039389.5239,35.5002,46.7994,(gap),9999
15169,1789039389.5551,34.1991,48.2968,(gap),9999
15170,1789039389.5869,32.9265,48.4924,(gap),9999
15171,1789039389.6198,31.5091,48.6705,(gap),9999
15172,1789039389.6498,30.4008,47.3576,(gap),9999
15173,1789039389.6807,29.0728,47.4312,(gap),9999
15174,1789039389.7141,27.8030,47.4547,(gap),9999
15175,1789039389.7604,28.5724,46.1991,(gap),9999
15176,1789039389.8054,29.2588,46.1175,(gap),9999
15177,1789039389.8373,29.8039,46.1085,(gap),9999
15178,1789039389.8686,30.3933,47.3984,(gap),9999
15179,1789039389.8988,30.8986,47.2259,(gap),9999
15180,1789039389.9449,31.4521,46.9696,(gap),9999
15181,1789039389.9781,31.8247,46.7044,(gap),9999
15182,1789039390.0218,32.1454,46.3794,(gap),9999
15183,1789039390.0682,32.5145,46.0483,(gap),9999
15184,1789039390.1136,32.8311,45.8188,(gap),9999
15185,1789039390.1451,33.0943,45.5588,(gap),9999
15186,1789039390.1925,33.2264,45.3485,(gap),9999
15187,1789039390.2244,33.4588,45.1079,(gap),9999
15188,1789039390.2554,33.6389,44.8104,(gap),9999
15189,1789039390.2879,33.8175,44.5643,(gap),9999
15190,1789039390.3358,33.9699,44.2623,(gap),9999
15191,1789039390.3812,36.3542,44.0671,(gap),9999
15192,1789039390.4133,36.4070,43.8421,(gap),9999
15193,1789039390.4444,36.4786,43.5907,(gap),9999
15194,1789039390.4785,36.5846,43.4189,(gap),9999
15195,1789039390.5248,36.6561,43.1918,(gap),9999
15196,1789039390.5731,36.6561,42.9636,(gap),9999
15197,1789039390.6196,36.6030,42.7920,(gap),9999
15198,1789039390.6628,36.7275,42.6444,(gap),9999
15199,1789039390.6943,36.6743,42.4178,(gap),9999
15200,1789039390.7258,36.6743,42.1376,(gap),9999
15201,1789039390.7570,36.6925,41.8046,(gap),9999
15202,1789039390.7881,36.6925,43.2427,(gap),9999
15203,1789039390.8356,36.6396,42.9114,(gap),9999
15204,1789039390.8816,36.6925,42.6610,(gap),9999
15205,1789039390.9134,36.7636,42.3549,(gap),9999
15206,1789039390.9458,36.8167,42.1032,(gap),9999
15207,1789039390.9782,36.8167,41.8508,(gap),9999
15208,1789039391.0234,36.8699,41.6530,(gap),9999
15209,1789039391.0561,36.8167,41.4547,(gap),9999
15210,1789039391.1036,36.7636,41.3077,(gap),9999
15211,1789039391.1510,36.7815,41.1379,(gap),9999
15212,1789039391.1956,36.6759,40.9381,(gap),9999
15213,1789039391.2288,37.0279,40.8747,(gap),9999
15214,1789039391.2604,37.0279,40.7554,(gap),9999
15215,1789039391.2917,36.9751,40.7171,(gap),9999
15216,1789039391.3233,36.8699,40.5970,(gap),9999
15217,1789039391.3712,36.9224,40.5368,(gap),9999
15218,1789039391.4169,36.8524,40.4418,tw_sh_p45,45
15219,1789039391.4632,36.8524,40.3812,tw_sh_p45,45
15220,1789039391.5104,36.8524,40.2691,tw_sh_p45,45
15221,1789039391.5552,36.8524,40.1009,tw_sh_p45,45
15222,1789039391.6034,36.7999,39.9378,tw_sh_p45,45
15223,1789039391.6492,36.7475,39.7700,tw_sh_p45,45
15224,1789039391.6943,36.6431,39.6381,tw_sh_p45,45
15225,1789039391.7270,36.6431,39.5770,tw_sh_p45,45
15226,1789039391.7582,36.5211,39.4149,tw_sh_p45,45
15227,1789039391.7899,36.4175,39.3285,tw_sh_p45,45
15228,1789039391.8215,36.3659,39.2476,tw_sh_p45,45
15229,1789039391.8683,36.3145,39.1668,tw_sh_p45,45
15230,1789039391.9136,36.2632,39.0804,tw_sh_p45,45
15231,1789039391.9444,36.2120,39.0438,tw_sh_p45,45
15232,1789039391.9908,38.1478,39.0130,tw_sh_p45,45
15233,1789039392.0233,37.9635,39.0630,tw_sh_p45,45
15234,1789039392.0711,37.8306,39.0765,tw_sh_p45,45
15235,1789039392.1166,37.7640,39.0958,tw_sh_p45,45
15236,1789039392.1618,37.6821,39.1152,tw_sh_p45,45
15237,1789039392.1941,37.5119,39.0590,tw_sh_p45,45
15238,1789039392.2253,39.3416,39.1094,tw_sh_p45,45
15239,1789039392.2569,39.0979,39.0783,tw_sh_p45,45
15240,1789039392.2897,38.8534,39.0221,tw_sh_p45,45
15241,1789039392.3359,38.7116,39.0666,tw_sh_p45,45
15242,1789039392.3830,38.6338,39.1172,tw_sh_p45,45
15243,1789039392.4131,38.4903,39.1621,tw_sh_p45,45
15244,1789039392.4477,38.4113,39.2327,tw_sh_p45,45
15245,1789039392.4935,38.2798,39.3093,tw_sh_p45,45
15246,1789039392.5417,38.3041,39.4890,tw_sh_p45,45
15247,1789039392.5882,38.3287,39.6074,tw_sh_p45,45
15248,1789039392.6353,38.3007,39.7637,tw_sh_p45,45
15249,1789039392.6803,38.4991,40.0794,tw_sh_p45,45
15250,1789039392.7119,38.4716,40.3409,tw_sh_p45,45
15251,1789039392.7452,36.6051,40.7734,tw_sh_p45,45
15252,1789039392.7902,36.6051,41.1820,tw_sh_p45,45
15253,1789039392.8383,34.7696,41.6901,tw_sh_p45,45
15254,1789039392.8841,33.0743,42.1149,tw_sh_p45,45
15255,1789039392.9284,31.5641,42.5770,tw_sh_p45,45
15256,1789039392.9759,30.0202,41.0713,tw_sh_p45,45
15257,1789039393.0241,28.5476,39.6555,tw_sh_p45,45
15258,1789039393.0692,27.1932,38.1436,tw_sh_p45,45
15259,1789039393.1151,25.8803,38.4980,tw_sh_p45,45
15260,1789039393.1604,24.5726,36.9819,tw_sh_p45,45
15261,1789039393.1946,23.4481,35.4161,tw_sh_p45,45
15262,1789039393.2258,22.2176,36.4309,tw_sh_p45,45
15263,1789039393.2576,21.1776,37.3493,tw_sh_p45,45
15264,1789039393.2890,20.1707,35.7556,tw_sh_p45,45
15265,1789039393.3370,19.1744,36.6462,tw_sh_p45,45
15266,1789039393.3819,18.1510,37.4524,tw_sh_p45,45
15267,1789039393.4138,17.0778,38.1011,tw_sh_p45,45
15268,1789039393.4610,16.0074,38.6028,tw_sh_p45,45
15269,1789039393.5057,15.1655,39.2675,tw_sh_p45,45
15270,1789039393.5538,14.2851,39.7395,tw_sh_p45,45
15271,1789039393.5984,13.5627,40.1731,tw_sh_p45,45
15272,1789039393.6315,12.8299,40.5682,tw_sh_p45,45
15273,1789039393.6779,12.0380,40.9144,tw_sh_p45,45
15274,1789039393.7254,11.3785,41.1575,tw_sh_p45,45
15275,1789039393.7731,10.7843,41.3598,tw_sh_p45,45
15276,1789039393.8208,10.0755,41.6253,tw_sh_p45,45
15277,1789039393.8665,9.5200,41.8182,tw_sh_p45,45
15278,1789039393.9119,8.9422,42.0456,tw_sh_p45,45
15279,1789039393.9449,8.4441,42.3628,tw_sh_p45,45
15280,1789039393.9928,7.8334,42.5795,tw_sh_p45,45
15281,1789039394.0403,7.3710,42.8279,tw_sh_p45,45
15282,1789039394.0855,7.0236,43.0061,tw_sh_p45,45
15283,1789039394.1308,6.5596,43.1833,tw_sh_p45,45
15284,1789039394.1772,6.1984,43.3927,tw_sh_p45,45
15285,1789039394.2243,5.8501,43.5015,tw_sh_p45,45
15286,1789039394.2698,5.4679,43.5416,tw_sh_p45,45
15287,1789039394.3183,5.1208,43.7465,tw_sh_p45,45
15288,1789039394.3633,4.7636,43.9178,tw_sh_p45,45
15289,1789039394.3957,4.5140,43.9547,tw_sh_p45,45
15290,1789039394.4419,4.2834,44.1570,tw_sh_p45,45
15291,1789039394.4890,4.0608,44.3600,tw_sh_p45,45
15292,1789039394.5215,3.7138,44.4281,tw_sh_p45,45
15293,1789039394.5689,3.5980,44.6299,tw_sh_p45,45
15294,1789039394.6159,3.3733,44.7983,tw_sh_p45,45
15295,1789039394.6628,3.1348,44.8657,tw_sh_p45,45
15296,1789039394.7108,2.9089,45.0000,tw_sh_p45,45
15297,1789039394.7576,2.8041,45.1007,tw_sh_p45,45
15298,1789039394.8037,2.6820,45.1674,tw_sh_p45,45
15299,1789039394.8502,2.4540,45.2341,tw_sh_p45,45
15300,1789039394.8953,2.3373,45.3347,tw_sh_p45,45
15301,1789039394.9262,2.2115,45.4685,tw_sh_p45,45
15302,1789039394.9587,2.0953,45.5686,tw_sh_p45,45
15303,1789039394.9914,1.9749,45.6010,tw_sh_p45,45
15304,1789039395.0395,1.8588,45.5673,tw_sh_p45,45
15305,1789039395.0868,1.7427,45.7007,tw_sh_p45,45
15306,1789039395.1331,1.6299,45.6999,tw_sh_p45,45
15307,1789039395.1792,1.5105,45.7666,tw_sh_p45,45
15308,1789039395.2112,1.3972,45.8332,tw_sh_p45,45
15309,1789039395.2452,1.4000,45.9665,tw_sh_p45,45
15310,1789039395.2909,1.2860,45.9316,tw_sh_p45,45
15311,1789039395.3363,1.1691,45.9992,tw_sh_p45,45
15312,1789039395.3826,1.1715,46.0658,tw_sh_p45,45
15313,1789039395.4273,1.0544,46.0307,tw_sh_p45,45
15314,1789039395.4591,0.9373,46.0296,tw_sh_p45,45
15315,1789039395.5064,0.9354,46.0634,(gap),9999
15316,1789039395.5522,0.9392,46.1298,(gap),9999
15317,1789039395.5989,0.8201,46.1637,(gap),9999
15318,1789039395.6302,0.8201,46.1610,(gap),9999
15319,1789039395.6617,0.7044,46.1272,(gap),9999
15320,1789039395.7116,0.7030,46.2273,(gap),9999
15321,1789039395.7563,0.7015,46.2598,(gap),9999
15322,1789039395.8030,0.5846,46.1935,(gap),9999
15323,1789039395.8507,0.5834,46.1921,(gap),9999
15324,1789039395.8963,0.5834,46.1583,(gap),9999
15325,1789039395.9278,0.4658,46.0896,(gap),9999
15326,1789039395.9581,0.4649,46.0224,(gap),9999
15327,1789039395.9902,0.4649,45.8875,(gap),9999
15328,1789039396.0210,0.4649,45.7543,(gap),9999
15329,1789039396.0541,0.3487,45.5556,(gap),9999
15330,1789039396.1000,0.3458,45.2598,(gap),9999
15331,1789039396.1471,0.3445,45.1296,(gap),9999
15332,1789039396.1942,0.3438,45.0000,(gap),9999
15333,1789039396.2251,0.3431,44.7425,(gap),9999
15334,1789039396.2723,0.3410,44.4239,(gap),9999
15335,1789039396.3196,0.2269,44.3297,(gap),9999
15336,1789039396.3656,0.2274,44.2982,(gap),9999
15337,1789039396.4114,0.2269,44.1725,(gap),9999
15338,1789039396.4442,0.2260,43.9849,(gap),9999
15339,1789039396.4785,0.2256,43.9227,(gap),9999
15340,1789039396.5239,0.2247,43.8606,(gap),9999
15341,1789039396.5695,0.2242,43.8309,(gap),9999
15342,1789039396.6178,0.2242,43.8309,(gap),9999
15343,1789039396.6634,0.1117,43.8309,(gap),9999
15344,1789039396.7115,0.1117,43.9239,(gap),9999
15345,1789039396.7607,0.1115,43.9561,(gap),9999
15346,1789039396.8062,0.1117,43.9239,(gap),9999
15347,1789039396.8530,0.1117,43.9860,(gap),9999
15348,1789039396.8990,0.1117,44.1421,(gap),9999
15349,1789039396.9305,0.1117,44.2361,(gap),9999
15350,1789039396.9768,0.1119,44.3312,(gap),9999
15351,1789039397.0246,0.1117,44.3312,(gap),9999
15352,1789039397.0698,0.1119,44.3627,(gap),9999
15353,1789039397.1123,0.1119,44.3312,(gap),9999
15354,1789039397.1445,0.1119,44.3312,(gap),9999
15355,1789039397.1786,0.1115,44.2998,(gap),9999
15356,1789039397.2249,0.1115,44.2369,(gap),9999
15357,1789039397.2717,0.1108,44.2369,(gap),9999
15358,1789039397.3180,0.5520,44.1430,(gap),9999
15359,1789039397.3493,0.5498,44.1430,(gap),9999
15360,1789039397.3812,0.5498,44.1430,(gap),9999
15361,1789039397.4309,0.4399,44.0816,(gap),9999
15362,1789039397.4757,0.4399,44.0494,(gap),9999
15363,1789039397.5230,0.4390,44.0494,(gap),9999
15364,1789039397.5678,0.4382,44.0816,(gap),9999
15365,1789039397.6134,0.3274,44.0816,(gap),9999
15366,1789039397.6448,0.3262,44.0494,(gap),9999
15367,1789039397.6923,0.3255,44.0494,(gap),9999
15368,1789039397.7383,0.3262,44.0816,(gap),9999
15369,1789039397.7853,0.3274,44.1752,(gap),9999
15370,1789039397.8301,0.3274,44.2065,(gap),9999
15371,1789039397.8618,0.2183,44.2369,(gap),9999
15372,1789039397.8944,0.2183,44.2683,(gap),9999
15373,1789039397.9417,0.2183,44.3942,(gap),9999
15374,1789039397.9724,0.2183,44.5212,(gap),9999
15375,1789039398.0047,0.2179,44.4896,(gap),9999
15376,1789039398.0501,0.2183,44.4896,(gap),9999
15377,1789039398.0966,0.2179,44.4896,(gap),9999
15378,1789039398.1437,0.2174,44.5212,(gap),9999
15379,1789039398.1750,0.1085,44.5212,(gap),9999
15380,1789039398.2056,0.1089,44.5207,(gap),9999
15381,1789039398.2376,0.1091,44.4890,(gap),9999
15382,1789039398.2832,0.1089,44.5529,(gap),9999
15383,1789039398.3307,0.1093,44.5529,(gap),9999
15384,1789039398.3620,0.1093,44.5212,(gap),9999
15385,1789039398.4089,0.1093,44.4580,(gap),9999
15386,1789039398.4566,0.1093,44.4264,(gap),9999
15387,1789039398.5035,0.1096,44.4264,(gap),9999
15388,1789039398.5494,0.1098,44.3949,(gap),9999
15389,1789039398.5802,0.1096,44.2691,(gap),9999
15390,1789039398.6125,0.1096,44.1127,(gap),9999
15391,1789039398.6589,0.1098,44.0504,(gap),9999
15392,1789039398.7056,0.1096,44.0193,(gap),9999
15393,1789039398.7383,0.1096,43.8953,(gap),9999
15394,1789039398.7855,0.1093,43.9262,(gap),9999
15395,1789039398.8169,0.1093,43.8643,(gap),9999
15396,1789039398.8635,0.1093,43.7717,(gap),9999
15397,1789039398.8962,0.0000,43.6488,(gap),9999
15398,1789039398.9270,0.0000,43.4637,(gap),9999
15399,1789039398.9579,2.8138,43.2530,(gap),9999
15400,1789039398.9896,2.6905,42.8629,(gap),9999
15401,1789039399.0217,5.2233,42.3320,(gap),9999
15402,1789039399.0520,7.4904,41.7261,(gap),9999
15403,1789039399.0969,12.9946,43.2923,(gap),9999
15404,1789039399.1297,17.5901,44.1441,(gap),9999
15405,1789039399.1624,21.5176,44.7886,(gap),9999
15406,1789039399.2116,24.7944,45.0760,(gap),9999
15407,1789039399.2575,27.4776,44.8068,(gap),9999
15408,1789039399.3059,29.8192,44.3081,(gap),9999
15409,1789039399.3517,31.5859,45.5097,(gap),9999
15410,1789039399.3988,33.1606,46.2844,(gap),9999
15411,1789039399.4306,34.3937,46.8021,(gap),9999
15412,1789039399.4774,35.5290,47.1276,(gap),9999
15413,1789039399.5244,36.4212,47.1891,(gap),9999
15414,1789039399.5727,35.7213,47.2038,(gap),9999
15415,1789039399.6175,36.6600,47.1302,(gap),9999
15416,1789039399.6493,37.4437,47.0839,(gap),9999
15417,1789039399.6818,38.0973,47.0301,(gap),9999
15418,1789039399.7284,35.7341,47.0276,(gap),9999
15419,1789039399.7588,33.4248,47.0150,(gap),9999
15420,1789039399.7904,32.9955,47.0077,(gap),9999
15421,1789039399.8220,32.6102,47.0560,(gap),9999
15422,1789039399.8536,32.1394,46.1409,(gap),9999
15423,1789039399.8860,33.3637,46.2451,(gap),9999
15424,1789039399.9178,32.8796,45.4372,(gap),9999
15425,1789039399.9636,32.4712,45.6391,(gap),9999
15426,1789039399.9956,33.6371,44.9511,(gap),9999
15427,1789039400.0269,33.2153,45.2050,(gap),9999
15428,1789039400.0740,32.8646,45.4525,(gap),9999
15429,1789039400.1219,33.9496,45.6234,(gap),9999
15430,1789039400.1677,34.8860,45.8020,(gap),9999
15431,1789039400.1989,34.3723,45.1052,(gap),9999
15432,1789039400.2444,33.9113,44.4752,(gap),9999
15433,1789039400.2761,33.4187,43.8863,(gap),9999
15434,1789039400.3063,32.9957,42.4939,(gap),9999
15435,1789039400.3387,32.6254,41.1428,(gap),9999
15436,1789039400.3856,32.2567,39.8560,(gap),9999
15437,1789039400.4325,31.9217,38.6247,(gap),9999
15438,1789039400.4638,30.1191,38.3393,(gap),9999
15439,1789039400.5113,30.0042,37.1752,(gap),9999
15440,1789039400.5580,28.2923,36.0133,(gap),9999
15441,1789039400.6047,28.2294,34.9062,(gap),9999
15442,1789039400.6514,28.1416,33.8356,(gap),9999
15443,1789039400.6972,28.1087,32.8214,(gap),9999
15444,1789039400.7447,27.9930,31.8515,(gap),9999
15445,1789039400.7908,27.9609,30.9188,(gap),9999
15446,1789039400.8381,27.8466,30.0543,(gap),9999
15447,1789039400.8859,27.7585,29.2118,(gap),9999
15448,1789039400.9318,27.6460,28.4124,(gap),9999
15449,1789039400.9779,27.5064,27.6884,(gap),9999
15450,1789039401.0092,27.4213,27.0447,(gap),9999
15451,1789039401.0402,27.3115,26.4414,(gap),9999
15452,1789039401.0866,27.1754,25.8857,(gap),9999
15453,1789039401.1323,27.0943,24.2738,(gap),9999
15454,1789039401.1782,27.0662,23.8265,(gap),9999
15455,1789039401.2258,26.9593,23.4266,(gap),9999
15456,1789039401.2738,26.8531,23.0574,(gap),9999
15457,1789039401.3208,26.6953,22.6918,(gap),9999
15458,1789039401.3661,26.6170,22.3304,(gap),9999
15459,1789039401.4116,26.5392,20.9140,(gap),9999
15460,1789039401.4453,26.4107,20.6616,(gap),9999
15461,1789039401.4896,26.3087,20.4427,(gap),9999
15462,1789039401.5212,24.6499,20.2709,(gap),9999
15463,1789039401.5687,23.1450,20.0877,(gap),9999
15464,1789039401.6154,23.2901,18.8195,(gap),9999
15465,1789039401.6465,23.3809,17.6554,(gap),9999
15466,1789039401.6929,23.5238,17.6728,(gap),9999
15467,1789039401.7241,23.6130,16.5898,(gap),9999
15468,1789039401.7554,23.6490,15.5647,(gap),9999
15469,1789039401.8025,23.7141,14.6119,(gap),9999
15470,1789039401.8492,23.7267,13.7091,(gap),9999
15471,1789039401.8958,23.7908,12.8760,(gap),9999
15472,1789039401.9274,23.8029,12.0923,(gap),9999
15473,1789039401.9577,23.7924,11.3589,(gap),9999
15474,1789039402.0060,23.7820,10.6833,(gap),9999
15475,1789039402.0520,22.2796,10.0391,(gap),9999
15476,1789039402.0990,21.2476,9.4594,(gap),9999
15477,1789039402.1442,19.9589,8.9146,(gap),9999
15478,1789039402.1947,20.2388,8.4190,(gap),9999
15479,1789039402.2388,19.0275,7.9426,(gap),9999
15480,1789039402.2866,17.9279,7.5125,(gap),9999
15481,1789039402.3324,16.8819,7.1159,(gap),9999
15482,1789039402.3638,15.9454,6.7325,(gap),9999
15483,1789039402.3961,15.1209,5.2029,(gap),9999
15484,1789039402.4434,12.6454,3.7903,(gap),9999
15485,1789039402.4884,10.3265,3.5586,(gap),9999
15486,1789039402.5356,8.1301,2.2670,(gap),9999
15487,1789039402.5796,4.3798,1.0145,(gap),9999
15488,1789039402.6273,2.6026,-0.1346,(gap),9999
15489,1789039402.6743,0.9942,-1.1971,(gap),9999
15490,1789039402.7200,-0.5611,-1.1225,(gap),9999
15491,1789039402.7664,-2.0030,-1.0466,(gap),9999
15492,1789039402.8136,-1.8820,-2.0808,(gap),9999
15493,1789039402.8445,-1.7585,-1.9676,(gap),9999
15494,1789039402.8916,-1.6276,-1.8325,(gap),9999
15495,1789039402.9382,-1.5617,-0.5492,(gap),9999
15496,1789039402.9843,-1.4337,-0.5096,(gap),9999
15497,1789039403.0303,-1.3684,-1.6086,(gap),9999
15498,1789039403.0773,-1.2427,-1.5090,(gap),9999
15499,1789039403.1234,-1.1780,-2.5492,(gap),9999
15500,1789039403.1543,-1.1148,-3.4920,(gap),9999
15501,1789039403.1860,-1.0517,-3.2710,(gap),9999
15502,1789039403.2180,-0.9888,-3.0498,(gap),9999
15503,1789039403.2483,-0.9270,-2.8497,(gap),9999
15504,1789039403.2803,-0.8652,-3.7843,(gap),9999
15505,1789039403.3126,-0.8034,-4.6376,(gap),9999
15506,1789039403.3604,-0.7417,-5.4551,(gap),9999
15507,1789039403.4057,-0.7425,-6.1749,(gap),9999
15508,1789039403.4540,-0.6813,-5.7609,(gap),9999
15509,1789039403.4996,-0.6201,-5.3897,(gap),9999
15510,1789039403.5457,-0.6207,-6.1686,(gap),9999
15511,1789039403.5786,-0.5587,-6.8744,(gap),9999
15512,1789039403.6123,-0.5593,-7.5176,(gap),9999
15513,1789039403.6568,-2.1142,-8.1219,(gap),9999
15514,1789039403.7049,-1.9878,-8.6872,(gap),9999
15515,1789039403.7516,-1.8636,-9.2136,(gap),9999
15516,1789039403.7963,-1.7376,-9.6981,(gap),9999
15517,1789039403.8280,-1.6118,-10.1628,(gap),9999
15518,1789039403.8599,-1.5498,-10.5816,(gap),9999
15519,1789039403.9070,-1.4259,-10.9804,(gap),9999
15520,1789039403.9544,-1.3654,-11.3402,(gap),9999
15521,1789039404.0005,-1.3048,-11.6803,(gap),9999
15522,1789039404.0329,-1.1831,-12.0007,(gap),9999
15523,1789039404.0774,-1.1209,-12.3015,(gap),9999
15524,1789039404.1235,-1.0586,-12.6101,(gap),9999
15525,1789039404.1726,-2.8470,-12.8809,(gap),9999
15526,1789039404.2198,-2.7263,-13.1241,(gap),9999
15527,1789039404.2646,-2.5407,-13.3623,(gap),9999
15528,1789039404.2965,-2.3524,-12.4622,(gap),9999
15529,1789039404.3292,-2.2288,-12.7473,(gap),9999
15530,1789039404.3749,-2.1051,-12.9961,(gap),9999
15531,1789039404.4230,-1.9792,-13.2340,(gap),9999
15532,1789039404.4675,-1.8536,-13.4393,(gap),9999
15533,1789039404.5142,-1.7282,-12.5578,(gap),9999
15534,1789039404.5459,-1.6665,-11.7223,(gap),9999
15535,1789039404.5923,-1.5432,-10.9613,(gap),9999
15536,1789039404.6401,-1.4799,-10.2416,(gap),9999
15537,1789039404.6847,-1.3551,-9.6038,(gap),9999
15538,1789039404.7158,-1.2936,-9.0034,(gap),9999
15539,1789039404.7472,-1.2307,-8.4410,(gap),9999
15540,1789039404.7794,-1.1076,-7.9193,(gap),9999
15541,1789039404.8109,-1.0450,-7.4306,(gap),9999
15542,1789039404.8580,-0.9835,-6.9687,(gap),9999
15543,1789039404.9032,-0.9211,-7.6388,(gap),9999
15544,1789039404.9359,-0.8597,-7.1510,(gap),9999
15545,1789039404.9671,-0.8597,-6.7232,(gap),9999
15546,1789039404.9986,-0.7966,-7.3920,(gap),9999
15547,1789039405.0304,-0.7353,-6.9525,(gap),9999
15548,1789039405.0778,-0.6740,-7.6022,(gap),9999
15549,1789039405.1237,-0.6740,-7.1061,(gap),9999
15550,1789039405.1549,-0.6128,-6.6876,(gap),9999
15551,1789039405.1855,-0.5515,-6.2665,(gap),9999
15552,1789039405.2174,-0.5515,-5.8793,(gap),9999
15553,1789039405.2499,-0.4897,-5.5324,(gap),9999
15554,1789039405.2955,-0.4897,-5.1858,(gap),9999
15555,1789039405.3275,-0.4285,-4.8585,(gap),9999
15556,1789039405.3751,-0.4285,-5.6595,(gap),9999
15557,1789039405.4215,-0.4294,-6.4200,(gap),9999
15558,1789039405.4685,-0.3681,-6.0210,(gap),9999
15559,1789039405.5128,-0.3681,-6.7310,(gap),9999
15560,1789039405.5454,-0.3067,-6.2939,(gap),9999
15561,1789039405.5910,-0.3070,-5.9133,(gap),9999
15562,1789039405.6387,-0.3070,-5.5324,(gap),9999
15563,1789039405.6848,-0.3074,-5.2048,(gap),9999
15564,1789039405.7155,-0.2459,-4.9013,(gap),9999
15565,1789039405.7468,-0.2459,-4.5944,(gap),9999
15566,1789039405.7797,-0.2462,-4.3081,(gap),9999
15567,1789039405.8112,-0.2459,-4.0625,(gap),9999
15568,1789039405.8597,-0.1844,-3.8128,(gap),9999
15569,1789039405.9060,-0.1846,-3.5835,(gap),9999
15570,1789039405.9542,-0.1846,-3.3542,(gap),9999
15571,1789039405.9982,-0.1846,-3.1798,(gap),9999
15572,1789039406.0453,-0.1842,-2.9888,(gap),9999
15573,1789039406.0915,-0.1228,-2.7932,(gap),9999
15574,1789039406.1385,-0.1228,-2.6379,(gap),9999
15575,1789039406.1707,-0.1228,-2.4649,(gap),9999
15576,1789039406.2184,-0.1228,-2.3307,(gap),9999
15577,1789039406.2644,-0.1228,-2.1771,(gap),9999
15578,1789039406.3112,-0.1228,-2.0434,(gap),9999
15579,1789039406.3600,-0.1228,-1.9287,(gap),9999
15580,1789039406.4053,-0.1227,-1.8141,(gap),9999
15581,1789039406.4527,-0.1227,-1.6986,(gap),9999
15582,1789039406.4992,-0.0613,-1.6027,(gap),9999
15583,1789039406.5455,-0.0613,-1.5064,(gap),9999
15584,1789039406.5918,-0.0613,-1.4109,(gap),9999
15585,1789039406.6409,-0.0613,-1.3160,tw_sh_m45,-45
15586,1789039406.6847,-0.0613,-1.2405,tw_sh_m45,-45
15587,1789039406.7303,-0.0613,-1.1653,tw_sh_m45,-45
15588,1789039406.7788,-0.0613,-1.0901,tw_sh_m45,-45
15589,1789039406.8273,-0.0613,-1.0529,tw_sh_m45,-45
15590,1789039406.8731,-0.0613,-0.9968,tw_sh_m45,-45
15591,1789039406.9195,-0.0613,-0.9216,tw_sh_m45,-45
15592,1789039406.9665,-0.0612,-0.8840,tw_sh_m45,-45
15593,1789039407.0128,-0.0612,-0.8279,tw_sh_m45,-45
15594,1789039407.0588,-0.0613,-1.9035,tw_sh_m45,-45
15595,1789039407.1119,-0.0614,-1.7911,tw_sh_m45,-45
15596,1789039407.1549,-0.0615,-1.6786,tw_sh_m45,-45
15597,1789039407.2001,-0.0614,-1.5849,tw_sh_m45,-45
15598,1789039407.2467,-0.0614,-1.4915,tw_sh_m45,-45
15599,1789039407.2943,-0.0615,-1.3972,tw_sh_m45,-45
15600,1789039407.3443,0.0000,-2.4403,tw_sh_m45,-45
15601,1789039407.3906,0.0000,-3.3909,tw_sh_m45,-45
15602,1789039407.4341,0.0000,-4.2665,tw_sh_m45,-45
15603,1789039407.4809,0.0000,-5.0641,tw_sh_m45,-45
15604,1789039407.5277,0.0000,-4.7401,tw_sh_m45,-45
15605,1789039407.5742,0.0000,-5.5166,tw_sh_m45,-45
15606,1789039407.6209,0.0000,-4.0382,tw_sh_m45,-45
15607,1789039407.6680,0.0000,-4.8363,tw_sh_m45,-45
15608,1789039407.7128,0.0000,-5.6142,tw_sh_m45,-45
15609,1789039407.7607,0.0000,-6.3192,tw_sh_m45,-45
15610,1789039407.8079,0.0000,-6.9626,tw_sh_m45,-45
15611,1789039407.8558,0.0000,-6.5015,tw_sh_m45,-45
15612,1789039407.9011,0.0000,-7.1297,tw_sh_m45,-45
15613,1789039407.9480,0.0000,-6.6563,tw_sh_m45,-45
15614,1789039407.9951,0.0000,-7.2810,tw_sh_m45,-45
15615,1789039408.0431,0.0000,-7.8715,tw_sh_m45,-45
15616,1789039408.0892,0.0000,-7.3604,tw_sh_m45,-45
15617,1789039408.1368,0.0000,-7.9298,tw_sh_m45,-45
15618,1789039408.1817,0.0000,-7.4256,tw_sh_m45,-45
15619,1789039408.2284,0.0000,-7.9997,tw_sh_m45,-45
15620,1789039408.2596,0.0000,-8.5421,tw_sh_m45,-45
15621,1789039408.3073,0.0000,-9.0472,tw_sh_m45,-45
15622,1789039408.3565,0.0000,-9.5125,tw_sh_m45,-45
15623,1789039408.4033,0.0000,-9.9572,tw_sh_m45,-45
15624,1789039408.4514,0.0000,-10.3661,tw_sh_m45,-45
15625,1789039408.4962,0.0000,-10.7363,tw_sh_m45,-45
15626,1789039408.5436,0.0000,-11.1054,tw_sh_m45,-45
15627,1789039408.5910,0.0000,-11.4287,tw_sh_m45,-45
15628,1789039408.6371,0.0000,-11.7583,tw_sh_m45,-45
15629,1789039408.6822,0.0000,-12.0500,tw_sh_m45,-45
